Default Dataset,,Dataset 1,,Dataset 2,,Dataset 3,,Dataset 4,
X,Y,X,Y,X,Y,X,Y,X,Y
0.8961634643299732,5.00369849173703,1.9401212196189448,3.1774576245240915,0.8353491680390164,1.1723978254071383,0.20061693394065117,0.7213041142463119,1.1651576608637981,0.26873191757366044
3.669749172671871,5.0114021794039125,3.397633728946417,3.1727887229077965,3.6089348763809284,1.1801015130740211,5.3021701000099455,0.7213041142463119,3.8373553297418397,0.2659305766038855
6.341991307279599,5.0114021794039125,7.527566235800336,3.179325185170608,6.281177010988657,1.1801015130740211,11.253976692390495,0.7209617281277829,6.509597464349568,0.2659305766038855
9.014233441887328,5.0114021794039125,10.199763904678377,3.1765238442008297,8.953419145596385,1.1801015130740211,17.084306863797366,0.7199345697721995,9.181839598957296,0.2659305766038855
11.686475576495056,5.0114021794039125,15.301331892657572,3.1774576245240915,11.625661280204113,1.1801015130740211,23.036158745347038,0.7224454013080717,11.854081733565025,0.2659305766038855
14.358717711102784,5.0114021794039125,17.9735740272653,3.1774576245240915,13.204550409645307,1.1698299295181762,28.987930917959062,0.7199345697721995,14.526323868172739,0.2659305766038855
17.030959845710512,5.0114021794039125,23.075112371424694,3.1765238442008297,21.099929837174543,1.1773001721042426,34.81827739346683,0.7199345697721995,17.198566002780467,0.2659305766038855
19.703201980318227,5.0114021794039125,25.74739897176211,3.179325185170608,23.772216437511958,1.1801015130740211,40.77011115934886,0.7213041142463119,19.870808137388195,0.2659305766038855
22.375444114925955,5.0114021794039125,31.091883240977566,3.179325185170608,26.444458572119686,1.1801015130740211,46.72191775172939,0.7209617281277829,22.543050271995924,0.2659305766038855
25.047686249533683,5.0114021794039125,33.76408090985561,3.1765238442008297,29.116700706727414,1.1801015130740211,52.55234574774157,0.7260975199057036,25.215292406603652,0.2659305766038855
27.71992838414141,5.0114021794039125,38.8656340759249,3.1765238442008297,31.788942841335142,1.1801015130740211,58.382773743753745,0.7312333116836278,27.88753454121138,0.2659305766038855
30.39217051874914,5.0114021794039125,41.5379058543524,3.17839140484735,34.09674756097141,1.177533617185059,64.33471801520841,0.7395647072344786,30.559776675819094,0.2659305766038855
33.06441265335687,5.0114021794039125,46.63944419851181,3.1774576245240915,42.96377358605835,1.1801015130740211,70.28662605532779,0.74561352866181,33.23201881042682,0.2659305766038855
35.73665478796458,5.0114021794039125,49.311701155029425,3.17839140484735,45.63601572066608,1.1801015130740211,76.1171029636426,0.7538307955064845,35.90426094503455,0.2659305766038855
38.40889692257231,5.0114021794039125,50.76903580143819,3.1625171393519516,48.30825785527381,1.1801015130740211,81.94757987195746,0.762048062351159,38.57650307964228,0.2659305766038855
41.08113905718004,5.0114021794039125,54.656170602334996,3.1774576245240915,50.98049998988154,1.1801015130740211,88.02103679572107,0.7733468042625908,41.24874521425001,0.2659305766038855
43.75338119178777,5.0114021794039125,57.32839791503281,3.1765238442008297,53.65274212448925,1.1801015130740211,93.85161152864117,0.7877270212407694,43.920987348857736,0.2659305766038855
46.425623326395495,5.0114021794039125,62.429951081102104,3.1765238442008297,55.839098761231966,1.1786341439946142,99.68221886976306,0.804161554930122,46.59322948346545,0.2659305766038855
49.097865461003224,5.0114021794039125,65.1022376814395,3.179325185170608,64.58465658797621,1.1810352933972759,105.63432799379333,0.822878662742994,49.26547161807318,0.2659305766038855
51.77010759561094,5.0114021794039125,70.44672195065496,3.179325185170608,67.25688390067404,1.1801015130740211,111.5864624797583,0.8431935724423312,51.93771375268091,0.2659305766038855
54.442349730218666,5.0114021794039125,73.11893444144292,3.1774576245240915,69.92912603528177,1.1801015130740211,117.41715134138457,0.8647638979096008,54.609955887288635,0.2659305766038855
57.11459186482641,5.0114021794039125,78.22047278560231,3.1765238442008297,72.60136816988947,1.1801015130740211,123.36938546352161,0.891355886448622,57.28219802189636,0.2659305766038855
59.786833999434094,5.0114021794039125,80.89272974211994,3.1774576245240915,75.2736103044972,1.1801015130740211,129.32180255390185,0.9294748743114205,59.95444015650409,0.2659305766038855
62.45907613404182,5.0114021794039125,85.99426808627933,3.1765238442008297,77.460036815958,1.1830362512328314,135.15278488934402,0.9695340501792131,62.62668229111182,0.2659305766038855
65.13131826864955,5.0114021794039125,88.66655468661673,3.179325185170608,85.96291974685565,1.2015784605089657,140.9839628739968,1.0219191263140175,65.29898371335912,0.26966569789691874
67.80356040325728,5.0114021794039125,94.01100931201242,3.1774576245240915,88.6351470595535,1.2006446801857074,146.8152875955575,1.0835486276490833,67.9713296013361,0.2762021601597304
70.47580253786501,5.0114021794039125,96.68323662471025,3.1765238442008297,91.30738919416123,1.2006446801857074,152.64687318273232,1.1616126626735017,70.64357173594382,0.2762021601597304
73.14804467247274,5.0114021794039125,101.78478979077954,3.1765238442008297,93.97963132876896,1.2006446801857074,158.60019243336137,1.2565677462119709,73.31581387055155,0.2762021601597304
75.82028680708046,5.0114021794039125,104.45707639111694,3.179325185170608,96.65206614820528,1.2127838243880689,164.31100629903398,1.3783430757018138,75.98805600515928,0.2762021601597304
78.49252894168819,5.0114021794039125,109.80156066033237,3.179325185170608,98.960085785535,1.2237557431863593,169.77946151665813,1.5361830763432849,78.66029813976701,0.2762021601597304
81.16477107629592,5.0114021794039125,112.47375832921043,3.1765238442008297,107.82743048168464,1.2463999160253785,175.24861237591986,1.7378485001563604,81.33254027437474,0.2762021601597304
83.83701321090365,5.0114021794039125,117.5753559610094,3.179325185170608,110.49976154775172,1.2520025979649283,180.35412743850355,1.987447980563374,84.00478240898246,0.2762021601597304
86.50925534551138,5.0114021794039125,120.24759809561712,3.179325185170608,113.17204814808915,1.2548039389347032,185.21731464967377,2.2750523201270134,86.67702454359016,0.2762021601597304
89.1814974801191,5.0114021794039125,125.59208236483258,3.179325185170608,115.84440885797602,1.2622741815207732,189.47390959908503,2.608992914398126,89.34926667819789,0.2762021601597304
91.8537396147268,5.0114021794039125,128.14286932320417,3.1799788313968875,118.51665099258375,1.2622741815207732,193.97336681210535,2.9385966178345484,92.02150881280562,0.2762021601597304
94.52598174933453,5.0114021794039125,133.3659073093294,3.1811927458171247,120.7031240871899,1.2681436578384009,199.31816493526279,2.9583694161795506,94.69375094741335,0.2762021601597304
97.19822388394226,5.0114021794039125,136.03816426584703,3.182126526140383,129.44945477066426,1.319234781239544,203.4427967565912,2.6309626903370145,97.36599308202108,0.2762021601597304
99.87046601854999,5.0114021794039125,141.13993976056472,3.196133230989261,132.12199334346985,1.3379103877047172,208.41856831327053,2.3590510478725832,100.03814628516943,0.27059947822017705
102.54270815315772,5.0114021794039125,143.81216707326254,3.195199450666003,134.7943836971765,1.3472481909373037,213.75991857198304,2.161608386188025,102.71081825516407,0.297679107594675
105.21495028776545,5.0114021794039125,149.15709599977478,3.223212860363759,137.46695191380186,1.36779135804899,219.4665893844648,2.022371364653246,105.38320860887072,0.30701691082726157
107.88719242237318,5.0114021794039125,151.7081645744343,3.2416083327319534,140.1395942399767,1.3930034267769713,225.1736225102995,1.90596008435368,108.05545074347845,0.30701691082726157
110.5594345569809,5.0114021794039125,156.9317361493157,3.2764383387894966,142.32629813289407,1.4134131966996257,231.00264654206907,1.8226461288451645,110.72769287808617,0.30701691082726157
113.23167669158863,5.0114021794039125,159.60440811931034,3.303517968163998,150.83038587332445,1.5078584065377783,236.8320147715239,1.7610166275100987,113.3999350126939,0.30701691082726157
115.90391882619636,5.0114021794039125,164.70735454490958,3.3912933185503,153.5031615966883,1.5414744981750843,242.7830025357268,1.709088066199996,116.07217714730163,0.30701691082726157
118.57616096080409,5.0114021794039125,167.38024884355258,3.4323796527736796,156.17620411443028,1.591898635631047,248.61279874782977,1.6744214716990236,118.74441928190933,0.30701691082726157
121.24840309541182,5.0114021794039125,172.24142027497732,3.592989868374154,158.84917252262275,1.6376538714707145,254.32126074695012,1.648029208395812,121.41666141651706,0.30701691082726157
123.92064523001952,5.0114021794039125,174.67223161309582,3.687509187761769,161.52228914991417,1.6927469105429722,260.3941941279187,1.6263447542223624,124.08890355112479,0.30701691082726157
126.59288736462725,5.0114021794039125,179.04952368039613,3.973038459940387,163.58808790061346,1.7484624698307307,266.2243050997471,1.6115080224194784,126.76114568573252,0.30701691082726157
129.26512949923497,5.0114021794039125,180.9950090359847,4.101339876356114,171.73050904096584,2.014901122067176,272.17595408581917,1.6012364388636335,129.43338782034024,0.30701691082726157
131.9373716338427,5.0114021794039125,184.17631644159755,4.469942989102982,174.4046039143102,2.1316236624744995,278.00625980107463,1.5986685429746714,132.10562995494797,0.30701691082726157
134.60961376845043,5.0114021794039125,185.6194063856328,4.6498424382381955,177.07933612977993,2.2884987567819373,283.9580220100695,1.5955300035548277,134.77796102101507,0.3126195927668114
137.28185590305816,5.0114021794039125,187.48098194493517,5.057157415243584,179.75451300254647,2.473387260787135,,,137.45058852528,0.33689788117153796
139.9540980376659,5.0114021794039125,188.66561568217767,5.252784392966252,181.8220508573399,2.6386663780038973,,,140.12284548179764,0.3378316614947927
142.62634017227361,5.0114021794039125,189.85401418453299,5.685591572796596,187.33053264263,3.2775588751774087,,,142.79508761640537,0.3378316614947927
145.29858230688134,5.0114021794039125,190.74049186455912,5.880378148228331,188.881237416346,3.5322941473623466,,,145.4673297510131,0.3378316614947927
147.97082444148907,5.0114021794039125,191.64675531210136,6.347735200019244,190.09972439578414,3.7736763609246857,,,148.13957188562082,0.3378316614947927
150.6430665760968,5.0114021794039125,192.45154203575217,6.54392244593587,191.30471520282524,4.015058574487025,,,150.81181402022852,0.3378316614947927
153.31530871070453,5.0114021794039125,193.02575797629234,7.00865453748473,192.05004811682542,4.206794800862781,,,153.48405615483625,0.3378316614947927
155.9876545986815,5.017938641666724,193.48225468532897,7.19924947679873,194.7454074902296,4.967514504210758,,,156.15629828944398,0.3378316614947927
158.6599560209288,5.021673762959757,193.89633808748695,7.651199153255876,195.5887678108938,5.228572803156046,,,158.8285404240517,0.3378316614947927
161.3324501280047,5.037548028455152,194.41572967724372,7.8504678742392535,196.99437122284778,5.485475266596723,,,161.50078255865944,0.3378316614947927
164.0051813856389,5.068362779122683,194.97685161320865,8.417832798651158,198.4292667138353,5.625642876043395,,,164.17302469326717,0.3378316614947927
166.6777199584445,5.087038385587853,195.78566182664392,9.130307185297442,199.84541917767004,5.5660676914195,,,166.8452668278749,0.3378316614947927
169.35043639416878,5.116919355932129,195.40509512698296,8.961853214981597,201.03653750049077,4.778890878912527,,,169.51750896248262,0.3378316614947927
172.02361230909978,5.17574751629742,196.39083640801184,9.84491592696832,202.13715982902036,4.551463493514444,,,172.18975109709035,0.3378316614947927
174.6969809088594,5.246714820865071,196.17906942912353,9.621875826898558,203.37035096651172,4.327874982778642,,,174.86199323169808,0.3378316614947927
177.37097202883447,5.356900899009583,197.32081547187525,11.716329398180575,204.8956395091923,4.098021364745765,,,177.5342353663058,0.3378316614947927
180.0457487100339,5.516577334286795,196.29454904651558,11.431141901806546,206.49955258312045,3.898336034079705,,,180.20647750091354,0.3378316614947927
182.47849019019625,5.732695602436527,196.88723572178864,10.508753698491736,213.77880003830782,3.3511407646501823,,,182.87871963552124,0.3378316614947927
184.7055188896857,5.939005186677845,196.88387707700687,10.297159077241345,216.44915979035918,3.2325506635963457,,,185.55060604429153,0.3154209337365863
186.02142565892134,6.169808547090788,197.26244199539283,11.189759688244207,219.11978633678856,3.130768608361162,,,188.22271478171027,0.30701691082726157
187.21280254172572,6.403772394751684,197.0329617754746,10.943975367443649,221.79072414332572,3.04859593991441,,,190.89495691631797,0.30701691082726157
188.3234197781599,6.651431687153705,198.13342647416883,12.495473607402596,224.46206214142998,2.9916353401956357,,,193.56722869474547,0.3088844714737782
189.2176997115536,6.873982664196996,197.64390904373582,12.265194486541096,225.91926339064966,2.9673570517909127,,,196.23984137710053,0.3322289795552429
189.78816467370987,7.102403117557914,198.77312175421432,11.98385092171626,233.9338257956285,2.831025124595161,,,198.91177225160047,0.3126195927668114
190.6557214093718,7.3419103595187885,198.5536758349551,13.14457043371581,236.60565291675917,2.804879275543925,,,201.58343633172237,0.2762021601597304
191.0103899505646,7.579298068364967,198.54360918488956,12.82921855246312,239.27743557216027,2.775932085522907,,,204.25567846633007,0.2762021601597304
191.79176398534847,7.830951865483149,198.78108747207395,13.506001780087079,241.94945537811955,2.761925380674029,,,206.9282022172258,0.29394398630164176
192.35515219133603,8.123691996824709,200.12695839170547,12.589776526905773,244.6215048278987,2.7497862364716674,,,209.6006666804819,0.3079506911505199
193.05337531162021,8.384150008419331,200.25717018761847,11.95042751490756,246.68634015445494,2.744806074747622,,,212.27258273307203,0.2874075240388301
193.1877301607241,8.710313546569589,200.47138252284387,11.331507541314856,255.55263373016132,2.7012296596622214,,,214.94464700476098,0.2762021601597304
193.8275076082622,9.05412627392493,200.08769811678084,13.177311106300063,258.2248610428592,2.700295879338963,,,217.61688913936874,0.2762021601597304
193.95346649239988,9.337206225493732,201.26345670612105,10.726804743691515,260.8971031774669,2.700295879338963,,,220.28913127397644,0.2762021601597304
194.5453092363559,9.637038640719089,201.02768387964798,11.177776174095722,263.5693453120746,2.700295879338963,,,222.9613734085842,0.2762021601597304
194.57055341922197,9.95203386976498,201.62465853345313,10.525530618299614,266.2415874466824,2.700295879338963,,,225.63366000892162,0.27900350112950534
194.98821557152363,10.246828317817709,202.4066915256477,10.053465757378941,268.3064203029203,2.6951600875610424,,,228.30575392443038,0.26966569789691874
195.2779475962524,10.51697096533641,202.8287435571119,9.859589617762381,277.17319065006154,2.6816202728737935,,,230.97793677139853,0.2659305766038855
195.6160316554341,11.120193054161444,203.59043491899726,9.381390338884744,279.8454031408495,2.679752712227277,,,233.65017890600623,0.2659305766038855
195.55586458254183,10.807999166085331,204.27581403091975,9.19707247841043,282.5176452754572,2.679752712227277,,,236.322421040614,0.2659305766038855
194.94652598556766,10.681316302229918,205.2803549754469,8.71373740775487,285.1898874100649,2.679752712227277,,,238.9946631752217,0.2659305766038855
195.88358787967653,11.558509537899015,205.8443174480989,8.532501022347308,287.8621295446727,2.679752712227277,,,241.66690530982945,0.2659305766038855
196.2368687607275,12.048578202218959,206.9170693160173,8.095159820280697,289.44118171512264,2.679752712227277,,,244.33914744443715,0.2659305766038855
196.0974868138516,11.770104159149406,207.80809748706835,7.9002850544850975,,,,,247.0113895790449,0.2659305766038855
196.6158584091759,12.890640547059684,210.9304143265318,7.558754901253277,,,,,249.6836317136526,0.2659305766038855
196.55574074264987,12.581559260061098,213.23650711557545,7.448335378027952,,,,,252.35587384826036,0.2659305766038855
196.18802892075124,12.372703727758932,217.72814239502557,7.285157266538517,,,,,255.02811598286806,0.2659305766038855
196.99301672831294,13.641112609937029,220.39995469424636,7.258077637164019,,,,,257.70035811747584,0.2659305766038855
196.93195398857998,13.326004506346571,225.74368304605727,7.210454840677832,,,,,260.37260025208354,0.2659305766038855
196.84894282351647,13.197854273411751,228.415643564377,7.192713014535919,,,,,263.04484238669124,0.2659305766038855
197.2943165126177,14.473242564929073,233.51698922370784,7.179640090010299,,,,,265.71708452129894,0.2659305766038855
197.0143052257507,14.141372591470013,236.18921653640567,7.178706309687042,,,,,268.38932665590664,0.2659305766038855
197.0025546273291,13.94767987298838,241.5336859837112,7.177772529363784,,,,,271.06156879051446,0.2659305766038855
197.499233977476,14.923480310793579,244.08442847635317,7.175624834620288,,,,,273.73381092512216,0.2659305766038855
196.71062970103165,14.687233889009162,249.30746646247835,7.176838749040524,,,,,276.40605305972986,0.2659305766038855
197.8359535658374,16.0160032890061,251.8582237770302,7.175624834620288,,,,,279.07829519433756,0.2659305766038855
197.69851846506245,15.705588030117145,257.08126176315534,7.176838749040524,,,,,281.75053732894537,0.2659305766038855
197.5736057607314,15.488417406365011,259.75348907585317,7.175904968717266,,,,,284.42277946355307,0.2659305766038855
197.57001885853728,15.26244256813644,265.0980029888884,7.177772529363784,,,,,287.09502159816077,0.2659305766038855
198.46538912867751,17.14792012460609,267.64874548153034,7.175624834620288,,,,,289.0383725987248,0.2597676264703779
198.3101706915904,16.8282884168718,272.87178346765563,7.176838749040524,,,,,,
198.16829784041303,16.60545211806307,275.5439959584435,7.174971188394009,,,,,,
197.83072143164512,16.38204517572346,280.6455787683326,7.176838749040524,,,,,,
197.34208752820282,16.207428255274106,283.3178209029403,7.176838749040524,,,,,,
198.74325236737948,17.60436361886892,288.54086926440255,7.178706309687042,,,,,,
198.69565398345074,17.30648769574944,,,,,,,,
199.0116111544488,18.08096509586009,,,,,,,,
198.9465740960292,17.809795289985804,,,,,,,,
199.077496026114,18.40554713622477,,,,,,,,
200.35171585706811,17.056545829223897,,,,,,,,
200.3877913976203,16.778528300979044,,,,,,,,
200.41853161525526,16.52878208366409,,,,,,,,
200.39918796413704,17.496511991532557,,,,,,,,
200.1527514793012,17.275672945081904,,,,,,,,
200.7445359943255,16.296448646091424,,,,,,,,
200.65391624885015,16.053354501936443,,,,,,,,
200.40937802718847,18.13848596377282,,,,,,,,
200.40579112499435,17.912511125544246,,,,,,,,
200.88841289123636,15.795280965095857,,,,,,,,
201.34027231284935,15.566187967573546,,,,,,,,
201.6141113329538,15.327006807630317,,,,,,,,
202.01197331931255,15.030304779774358,,,,,,,,
202.4872994533014,14.70663576905909,,,,,,,,
202.96807115698485,14.385934104704399,,,,,,,,
203.2957628810988,14.1384378533112,,,,,,,,
203.7182463889471,13.862425729474872,,,,,,,,
204.4394437989412,13.553935836681017,,,,,,,,
204.62375260158169,13.261766348870337,,,,,,,,
205.4022734187112,12.993563889356627,,,,,,,,
205.84985269034846,12.70738615862019,,,,,,,,
206.42743128699684,12.47297394818503,,,,,,,,
206.98293788358174,12.24487957684176,,,,,,,,
208.30821219488203,11.986663379118454,,,,,,,,
210.99840242721095,11.842005244040315,,,,,,,,
213.6699775758735,11.79998512949368,,,,,,,,
216.34168612172508,11.766369037856371,,,,,,,,
219.01372074959434,11.753296113330752,,,,,,,,
221.68590359656244,11.749560992037717,,,,,,,,
224.3581457311702,11.749560992037717,,,,,,,,
227.0303878657779,11.749560992037717,,,,,,,,
229.70263000038565,11.749560992037717,,,,,,,,
232.37470909398454,11.739289408481874,,,,,,,,
235.04695122859223,11.739289408481874,,,,,,,,
237.7191933632,11.739289408481874,,,,,,,,
240.3914354978077,11.739289408481874,,,,,,,,
243.06367763241545,11.739289408481874,,,,,,,,
245.73591976702315,11.739289408481874,,,,,,,,
248.4081619016309,11.739289408481874,,,,,,,,
251.0804040362386,11.739289408481874,,,,,,,,
253.75264617084636,11.739289408481874,,,,,,,,
256.42488830545403,11.739289408481874,,,,,,,,
259.09713044006185,11.739289408481874,,,,,,,,
261.76937257466955,11.739289408481874,,,,,,,,
264.44161470927725,11.739289408481874,,,,,,,,
267.11385684388495,11.739289408481874,,,,,,,,
269.78609897849265,11.739289408481874,,,,,,,,
272.45834111310046,11.739289408481874,,,,,,,,
275.13058324770816,11.739289408481874,,,,,,,,
277.80282538231586,11.739289408481874,,,,,,,,
280.47506751692356,11.739289408481874,,,,,,,,
283.1473096515314,11.739289408481874,,,,,,,,
285.8195517861391,11.739289408481874,,,,,,,,
288.49176427692703,11.737421847835357,,,,,,,,
